id,display_name,category,source,pack,product,entitlements,can_be_earned,body_fits,icon_atlas,icon_cell,presentation_sprite,attachment_asset,palette_mask,layer,effect
cosmetic.ori.vesper-diver,Vesper Diver,Ori,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,9,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.vesper-diver,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.vesper-diver
cosmetic.ori.navigator-sail,Navigator Sail,Ori,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,10,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.navigator-sail,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.navigator-sail
cosmetic.ori.shadow-shell,Shadow Shell,Ori,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,11,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.shadow-shell,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.shadow-shell
cosmetic.ori.repair-rig,Repair Rig,Ori,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,12,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.repair-rig,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.repair-rig
cosmetic.ori.festival-canopy,Festival Canopy,Ori,IndividualPurchase,aster_veil_collection,jss.cosmetic.ori.festival-canopy,aster_veil_collection|jss.cosmetic.ori.festival-canopy|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,13,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.festival-canopy,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.festival-canopy
cosmetic.ori.moon-chimes,Moon Chimes,Ori,IndividualPurchase,aster_veil_collection,jss.cosmetic.ori.moon-chimes,aster_veil_collection|jss.cosmetic.ori.moon-chimes|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,14,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.moon-chimes,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.moon-chimes
cosmetic.ori.comet-trail,Comet Trail,Ori,IndividualPurchase,aster_veil_collection,jss.cosmetic.ori.comet-trail,aster_veil_collection|jss.cosmetic.ori.comet-trail|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ori.png,15,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/OriPresentation.png#cosmetic.ori.comet-trail,Assets/_JustSomeStars/Art/2D/Characters/Ori/Atlases/{facing}/ori-{facing}.png,,ori-shell-effect,cosmetic.effect.ori.comet-trail
cosmetic.ship.clubhouse-observatory,Clubhouse Observatory,Ship,Free,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,0,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.clubhouse-observatory,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.clubhouse-observatory
cosmetic.ship.garden-habitat,Garden Habitat,Ship,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,1,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.garden-habitat,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.garden-habitat
cosmetic.ship.surveyor-array,Surveyor Array,Ship,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,2,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.surveyor-array,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.surveyor-array
cosmetic.ship.founder-constellation,Founder Constellation,Ship,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,3,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.founder-constellation,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.founder-constellation
cosmetic.ship.signal-crystal,Signal Crystal,Ship,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,4,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.signal-crystal,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.signal-crystal
cosmetic.ship.living-canopy,Living Canopy,Ship,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,5,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.living-canopy,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.living-canopy
cosmetic.ship.midnight-cockpit,Midnight Cockpit,Ship,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,6,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.midnight-cockpit,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.midnight-cockpit
cosmetic.ship.warm-cabin,Warm Cabin,Ship,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,7,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.warm-cabin,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.warm-cabin
cosmetic.ship.mirrorball-landing,Mirrorball Landing,Ship,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,8,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.mirrorball-landing,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.mirrorball-landing
cosmetic.ship.birthday-flight,Birthday Flight,Ship,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,9,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.birthday-flight,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.birthday-flight
cosmetic.ship.aster-patched,Aster Patched,Ship,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,10,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.aster-patched,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.aster-patched
cosmetic.ship.vesper-snowcap,Vesper Snowcap,Ship,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,11,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.vesper-snowcap,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.vesper-snowcap
cosmetic.ship.orrery-hull,Orrery Hull,Ship,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,12,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.orrery-hull,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.orrery-hull
cosmetic.ship.builder-rig,Builder Rig,Ship,IndividualPurchase,mirra_collection,jss.cosmetic.ship.builder-rig,mirra_collection|jss.cosmetic.ship.builder-rig|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,13,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.builder-rig,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.builder-rig
cosmetic.ship.signal-tower,Signal Tower,Ship,IndividualPurchase,mirra_collection,jss.cosmetic.ship.signal-tower,mirra_collection|jss.cosmetic.ship.signal-tower|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,14,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.signal-tower,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.signal-tower
cosmetic.ship.comet-launch,Comet Launch,Ship,IndividualPurchase,mirra_collection,jss.cosmetic.ship.comet-launch,mirra_collection|jss.cosmetic.ship.comet-launch|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Ship.png,15,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ShipPresentation.png#cosmetic.ship.comet-launch,Assets/_JustSomeStars/Art/2D/Ship/PlayerShip/PlayerShipMaster.png,,ship-hull-effect,cosmetic.effect.ship.comet-launch
cosmetic.lens.clubhouse-constellation,Clubhouse Constellation,Lens,Free,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,0,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.clubhouse-constellation,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.clubhouse-constellation
cosmetic.lens.galaxy-field,Galaxy Field,Lens,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,1,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.galaxy-field,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.galaxy-field
cosmetic.lens.planet-grid,Planet Grid,Lens,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,2,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.planet-grid,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.planet-grid
cosmetic.lens.comet-glass,Comet Glass,Lens,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,3,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.comet-glass,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.comet-glass
cosmetic.lens.home-memory,Home Memory,Lens,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,4,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.home-memory,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.home-memory
cosmetic.lens.botany-display,Botany Display,Lens,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,5,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.botany-display,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.botany-display
cosmetic.lens.orbit-display,Orbit Display,Lens,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,6,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.orbit-display,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.orbit-display
cosmetic.lens.signal-prism,Signal Prism,Lens,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,7,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.signal-prism,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.signal-prism
cosmetic.lens.aster-beacon,Aster Beacon,Lens,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,8,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.aster-beacon,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.aster-beacon
cosmetic.lens.founder-map,Founder Map,Lens,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,9,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.founder-map,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.founder-map
cosmetic.lens.explorer-archive,Explorer Archive,Lens,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,10,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.explorer-archive,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.explorer-archive
cosmetic.lens.field-wristlens,Field Wristlens,Lens,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,11,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.field-wristlens,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.field-wristlens
cosmetic.lens.birthday-cake,Birthday Cake,Lens,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,12,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.birthday-cake,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.birthday-cake
cosmetic.lens.observatory-scope,Observatory Scope,Lens,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,13,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.observatory-scope,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.observatory-scope
cosmetic.lens.rocket-window,Rocket Window,Lens,IndividualPurchase,koro_vesper_collection,jss.cosmetic.lens.rocket-window,koro_vesper_collection|jss.cosmetic.lens.rocket-window|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,14,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.rocket-window,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.rocket-window
cosmetic.lens.starlight-compass,Starlight Compass,Lens,IndividualPurchase,koro_vesper_collection,jss.cosmetic.lens.starlight-compass,koro_vesper_collection|jss.cosmetic.lens.starlight-compass|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Lens.png,15,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/LensPresentation.png#cosmetic.lens.starlight-compass,Assets/_JustSomeStars/Art/2D/Environments/Mirra/Hud/MirraLensButton.png,,lens-body-hologram,cosmetic.effect.lens.starlight-compass
cosmetic.clubhouse.patchwork-chair,Patchwork Chair,Clubhouse,Free,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,0,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.patchwork-chair,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.patchwork-chair
cosmetic.clubhouse.painted-telescope,Painted Telescope,Clubhouse,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,1,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.painted-telescope,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.painted-telescope
cosmetic.clubhouse.planet-mobile,Planet Mobile,Clubhouse,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,2,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.planet-mobile,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.planet-mobile
cosmetic.clubhouse.star-projector,Star Projector,Clubhouse,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,3,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.star-projector,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.star-projector
cosmetic.clubhouse.pallet-sofa,Pallet Sofa,Clubhouse,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,4,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.pallet-sofa,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.pallet-sofa
cosmetic.clubhouse.brass-orrery,Brass Orrery,Clubhouse,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,5,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.brass-orrery,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.brass-orrery
cosmetic.clubhouse.constellation-window,Constellation Window,Clubhouse,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,6,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.constellation-window,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.constellation-window
cosmetic.clubhouse.atlas-table,Atlas Table,Clubhouse,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,7,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.atlas-table,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.atlas-table
cosmetic.clubhouse.signal-stringlights,Signal Stringlights,Clubhouse,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,8,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.signal-stringlights,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.signal-stringlights
cosmetic.clubhouse.miniature-observatory,Miniature Observatory,Clubhouse,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,9,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.miniature-observatory,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.miniature-observatory
cosmetic.clubhouse.founder-rug,Founder Rug,Clubhouse,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,10,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.founder-rug,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.founder-rug
cosmetic.clubhouse.canvas-hideaway,Canvas Hideaway,Clubhouse,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,11,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.canvas-hideaway,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.canvas-hideaway
cosmetic.clubhouse.specimen-shelf,Specimen Shelf,Clubhouse,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,12,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.specimen-shelf,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.specimen-shelf
cosmetic.clubhouse.solar-scroll,Solar Scroll,Clubhouse,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,13,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.solar-scroll,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.solar-scroll
cosmetic.clubhouse.moon-chair,Moon Chair,Clubhouse,IndividualPurchase,aster_veil_collection,jss.cosmetic.clubhouse.moon-chair,aster_veil_collection|jss.cosmetic.clubhouse.moon-chair|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,14,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.moon-chair,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.moon-chair
cosmetic.clubhouse.ori-radio,Ori Radio,Clubhouse,IndividualPurchase,aster_veil_collection,jss.cosmetic.clubhouse.ori-radio,aster_veil_collection|jss.cosmetic.clubhouse.ori-radio|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Clubhouse.png,15,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/ClubhousePresentation.png#cosmetic.clubhouse.ori-radio,Assets/_JustSomeStars/Art/2D/Environments/Clubhouse/Layers/ClubhouseDinnerTableForegroundV4.png,,clubhouse-prop,cosmetic.effect.clubhouse.ori-radio
cosmetic.photo.ori-camera,Ori Camera,Photo,Free,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,0,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.ori-camera,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.ori-camera
cosmetic.photo.field-satchel,Field Satchel,Photo,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,1,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.field-satchel,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.field-satchel
